,year,film,wiki,winner,box_office
378,1993,Schindler's List,/wiki/Schindler%27s_List,True,"{'Domestic': '$96,898,818', 'International': '$225,262,427', 'Worldwide': '$322,161,245'}"
386,1994,The Shawshank Redemption,/wiki/The_Shawshank_Redemption,False,"{'Domestic': '$28,767,189', 'International': '$117,315', 'Worldwide': '$28,884,504'}"
574,1994,Forrest Gump,/wiki/Forrest_Gump,True,"{'Domestic': '$330,455,270', 'International': '$347,771,195', 'Worldwide': '$678,226,465'}"
383,1994,Four Weddings and a Funeral,/wiki/Four_Weddings_and_a_Funeral,False,"{'Domestic': '$52,700,832', 'International': '$193,000,000', 'Worldwide': '$245,700,832'}"
384,1994,Pulp Fiction,/wiki/Pulp_Fiction,False,"{'Domestic': '$107,928,762', 'International': '$106,000,000', 'Worldwide': '$213,928,762'}"
385,1994,Quiz Show ,/wiki/Quiz_Show_(film),False,"{'Domestic': '$24,822,619', 'International': 'N/A', 'Worldwide': '$24,822,619'}"
390,1995,Il Postino: The Postman,/wiki/Il_Postino:_The_Postman,False,"{'Domestic': '$21,848,932', 'International': '$49,988', 'Worldwide': '$21,898,920'}"
387,1995,Braveheart,/wiki/Braveheart,True,"{'Domestic': '$75,609,945', 'International': '$137,606,271', 'Worldwide': '$213,216,216'}"
388,1995,Apollo 13 ,/wiki/Apollo_13_(film),False,"{'Domestic': '$173,837,933', 'International': '$181,077,570', 'Worldwide': '$355,237,933'}"
389,1995,Babe ,/wiki/Babe_(film),False,"{'Domestic': '$63,658,910', 'International': '$190,476,000', 'Worldwide': '$254,134,910'}"
391,1995,Sense and Sensibility ,/wiki/Sense_and_Sensibility_(film),False,"{'Domestic': '$43,182,776', 'International': '$91,400,000', 'Worldwide': '$134,582,776'}"
393,1996,Fargo ,/wiki/Fargo_(1996_film),False,"{'Domestic': '$24,611,975', 'International': '$36,000,000', 'Worldwide': '$60,611,975'}"
575,1996,Jerry Maguire,/wiki/Jerry_Maguire,False,"{'Domestic': '$153,952,592', 'International': '$119,600,000', 'Worldwide': '$273,552,592'}"
392,1996,The English Patient ,/wiki/The_English_Patient_(film),True,"{'Domestic': '$78,676,425', 'International': '$153,300,000', 'Worldwide': '$231,976,425'}"
395,1996,Shine ,/wiki/Shine_(film),False,"{'Domestic': '$35,892,330', 'International': '$106,751', 'Worldwide': '$35,999,081'}"
394,1996,Secrets & Lies ,/wiki/Secrets_%26_Lies_(film),False,"{'Domestic': '$13,417,292', 'International': 'N/A', 'Worldwide': '$13,417,292'}"
399,1997,L.A. Confidential ,/wiki/L.A._Confidential_(film),False,"{'Domestic': '$64,616,940', 'International': '$61,600,000', 'Worldwide': '$126,216,940'}"
398,1997,Good Will Hunting,/wiki/Good_Will_Hunting,False,"{'Domestic': '$138,433,435', 'International': '$87,500,000', 'Worldwide': '$225,933,435'}"
397,1997,As Good as It Gets,/wiki/As_Good_as_It_Gets,False,"{'Domestic': '$148,478,011', 'International': '$165,700,000', 'Worldwide': '$314,178,011'}"
576,1997,The Full Monty,/wiki/The_Full_Monty,False,"{'Domestic': '$45,950,122', 'International': '$211,988,527', 'Worldwide': '$257,938,649'}"
396,1997,Titanic ,/wiki/Titanic_(1997_film),True,"{'Domestic': '$674,292,608', 'International': '$1,590,450,649', 'Worldwide': '$2,264,743,257'}"
402,1998,The Thin Red Line ,/wiki/The_Thin_Red_Line_(1998_film),False,"{'Domestic': '$36,400,491', 'International': '$61,726,074', 'Worldwide': '$98,126,565'}"
401,1998,Life Is Beautiful,/wiki/Life_Is_Beautiful,False,"{'Domestic': '$57,563,264', 'International': '$172,535,749', 'Worldwide': '$230,099,013'}"
400,1998,Elizabeth ,/wiki/Elizabeth_(film),False,"{'Domestic': '$30,082,699', 'International': '$52,067,943', 'Worldwide': '$82,150,642'}"
577,1998,Shakespeare in Love,/wiki/Shakespeare_in_Love,True,"{'Domestic': '$100,317,794', 'International': '$189,000,000', 'Worldwide': '$289,317,794'}"
578,1998,Saving Private Ryan,/wiki/Saving_Private_Ryan,False,"{'Domestic': '$217,049,603', 'International': '$265,300,000', 'Worldwide': '$482,349,603'}"
405,1999,The Green Mile ,/wiki/The_Green_Mile_(film),False,"{'Domestic': '$136,801,374', 'International': '$150,000,000', 'Worldwide': '$286,801,374'}"
406,1999,The Insider ,/wiki/The_Insider_(film),False,"{'Domestic': '$29,089,912', 'International': '$31,200,000', 'Worldwide': '$60,289,912'}"
403,1999,American Beauty ,/wiki/American_Beauty_(1999_film),True,"{'Domestic': '$130,096,601', 'International': '$226,200,000', 'Worldwide': '$356,296,601'}"
579,1999,The Sixth Sense,/wiki/The_Sixth_Sense,False,"{'Domestic': '$293,506,292', 'International': '$379,300,140', 'Worldwide': '$672,806,432'}"
404,1999,The Cider House Rules ,/wiki/The_Cider_House_Rules_(film),False,"{'Domestic': '$57,545,092', 'International': '$31,000,000', 'Worldwide': '$88,545,092'}"
408,2000,Chocolat ,/wiki/Chocolat_(2000_film),False,"{'Domestic': '$71,509,363', 'International': '$81,191,263', 'Worldwide': '$152,700,626'}"
411,2000,Traffic ,/wiki/Traffic_(2000_film),False,"{'Domestic': '$124,115,725', 'International': '$83,400,000', 'Worldwide': '$207,515,725'}"
410,2000,Erin Brockovich ,/wiki/Erin_Brockovich_(film),False,"{'Domestic': '$125,595,205', 'International': '$130,676,081', 'Worldwide': '$256,271,286'}"
409,2000,"Crouching Tiger, Hidden Dragon","/wiki/Crouching_Tiger,_Hidden_Dragon",False,"{'Domestic': '$128,530,421', 'International': '$85,446,864', 'Worldwide': '$213,977,285'}"
407,2000,Gladiator ,/wiki/Gladiator_(2000_film),True,"{'Domestic': '$187,705,427', 'International': '$315,456,886', 'Worldwide': '$503,162,313'}"
416,2001,Moulin Rouge!,/wiki/Moulin_Rouge!,False,"{'Domestic': '$57,386,607', 'International': '$127,548,713', 'Worldwide': '$184,935,320'}"
415,2001,The Lord of the Rings: The Fellowship of the Ring,/wiki/The_Lord_of_the_Rings:_The_Fellowship_of_the_Ring,False,"{'Domestic': '$316,115,420', 'International': '$582,089,000', 'Worldwide': '$898,204,420'}"
414,2001,In the Bedroom,/wiki/In_the_Bedroom,False,"{'Domestic': '$35,930,604', 'International': '$8,832,577', 'Worldwide': '$44,763,181'}"
413,2001,Gosford Park,/wiki/Gosford_Park,False,"{'Domestic': '$41,308,615', 'International': '$46,445,429', 'Worldwide': '$87,754,044'}"
412,2001,A Beautiful Mind ,/wiki/A_Beautiful_Mind_(film),True,"{'Domestic': '$170,742,341', 'International': '$146,048,916', 'Worldwide': '$316,791,257'}"
420,2002,The Pianist ,/wiki/The_Pianist_(2002_film),False,"{'Domestic': '$32,572,577', 'International': '$87,500,000', 'Worldwide': '$120,072,577'}"
580,2002,The Lord of the Rings: The Two Towers,/wiki/The_Lord_of_the_Rings:_The_Two_Towers,False,"{'Domestic': '$342,952,511', 'International': '$604,991,759', 'Worldwide': '$947,944,270'}"
418,2002,Gangs of New York,/wiki/Gangs_of_New_York,False,"{'Domestic': '$77,812,000', 'International': '$115,960,504', 'Worldwide': '$193,772,504'}"
417,2002,Chicago ,/wiki/Chicago_(2002_film),True,"{'Domestic': '$170,687,518', 'International': '$136,089,214', 'Worldwide': '$306,776,732'}"
419,2002,The Hours ,/wiki/The_Hours_(film),False,"{'Domestic': '$41,675,994', 'International': '$67,170,078', 'Worldwide': '$108,846,072'}"
421,2003,The Lord of the Rings: The Return of the King,/wiki/The_Lord_of_the_Rings:_The_Return_of_the_King,True,"{'Domestic': '$379,427,292', 'International': '$768,206,541', 'Worldwide': '$1,147,633,833'}"
422,2003,Lost in Translation ,/wiki/Lost_in_Translation_(film),False,"{'Domestic': '$44,585,453', 'International': '$74,101,484', 'Worldwide': '$118,686,937'}"
423,2003,Master and Commander: The Far Side of the World,/wiki/Master_and_Commander:_The_Far_Side_of_the_World,False,"{'Domestic': '$93,927,920', 'International': '$117,694,615', 'Worldwide': '$211,622,535'}"
424,2003,Mystic River ,/wiki/Mystic_River_(film),False,"{'Domestic': '$90,135,191', 'International': '$66,460,000', 'Worldwide': '$156,595,191'}"
425,2003,Seabiscuit ,/wiki/Seabiscuit_(film),False,"{'Domestic': '$120,277,854', 'International': '$28,058,591', 'Worldwide': '$148,336,445'}"
429,2004,Ray ,/wiki/Ray_(film),False,"{'Domestic': '$75,331,600', 'International': '$48,639,776', 'Worldwide': '$123,971,376'}"
430,2004,Sideways,/wiki/Sideways,False,"{'Domestic': '$71,503,593', 'International': '$38,203,338', 'Worldwide': '$109,706,931'}"
428,2004,Finding Neverland ,/wiki/Finding_Neverland_(film),False,"{'Domestic': '$51,680,613', 'International': '$64,970,000', 'Worldwide': '$116,650,613'}"
427,2004,The Aviator ,/wiki/The_Aviator_(2004_film),False,"{'Domestic': '$102,610,330', 'International': '$111,109,612', 'Worldwide': '$213,719,942'}"
426,2004,Million Dollar Baby,/wiki/Million_Dollar_Baby,True,"{'Domestic': '$100,492,203', 'International': '$116,271,443', 'Worldwide': '$216,763,646'}"
434,2005,"Good Night, and Good Luck","/wiki/Good_Night,_and_Good_Luck",False,"{'Domestic': '$31,558,003', 'International': '$23,083,188', 'Worldwide': '$54,641,191'}"
433,2005,Capote ,/wiki/Capote_(film),False,"{'Domestic': '$28,750,530', 'International': '$20,576,875', 'Worldwide': '$49,327,405'}"
432,2005,Brokeback Mountain,/wiki/Brokeback_Mountain,False,"{'Domestic': '$83,043,761', 'International': '$95,018,998', 'Worldwide': '$178,062,759'}"
431,2005,Crash ,/wiki/Crash_(2004_film),True,"{'Domestic': '$2,664,812', 'International': '$7,043', 'Worldwide': '$2,671,855'}"
435,2005,Munich ,/wiki/Munich_(2005_film),False,"{'Domestic': '$47,403,685', 'International': '$83,578,444', 'Worldwide': '$130,982,129'}"
436,2006,Babel ,/wiki/Babel_(film),False,"{'Domestic': '$34,302,837', 'International': '$101,027,345', 'Worldwide': '$135,330,182'}"
438,2006,Little Miss Sunshine,/wiki/Little_Miss_Sunshine,False,"{'Domestic': '$59,891,098', 'International': '$41,167,856', 'Worldwide': '$101,058,954'}"
581,2006,The Departed,/wiki/The_Departed,True,"{'Domestic': '$132,399,394', 'International': '$159,081,058', 'Worldwide': '$291,480,452'}"
439,2006,The Queen ,/wiki/The_Queen_(2006_film),False,"{'Domestic': '$56,441,711', 'International': '$68,481,442', 'Worldwide': '$124,923,153'}"
437,2006,Letters from Iwo Jima,/wiki/Letters_from_Iwo_Jima,False,"{'Domestic': '$13,756,082', 'International': '$54,917,146', 'Worldwide': '$68,673,228'}"
443,2007,Michael Clayton ,/wiki/Michael_Clayton_(film),False,"{'Domestic': '$49,033,882', 'International': '$43,957,953', 'Worldwide': '$92,991,835'}"
440,2007,No Country for Old Men,/wiki/No_Country_for_Old_Men,True,"{'Domestic': '$74,283,625', 'International': '$97,343,809', 'Worldwide': '$171,627,434'}"
441,2007,Atonement ,/wiki/Atonement_(2007_film),False,"{'Domestic': '$50,927,067', 'International': '$80,089,557', 'Worldwide': '$131,016,624'}"
442,2007,Juno ,/wiki/Juno_(film),False,"{'Domestic': '$143,495,265', 'International': '$88,877,416', 'Worldwide': '$232,372,681'}"
444,2007,There Will Be Blood,/wiki/There_Will_Be_Blood,False,"{'Domestic': '$40,222,514', 'International': '$35,959,874', 'Worldwide': '$76,182,388'}"
582,2008,Slumdog Millionaire,/wiki/Slumdog_Millionaire,True,"{'Domestic': '$141,319,928', 'International': '$237,090,614', 'Worldwide': '$378,410,542'}"
448,2008,The Reader ,/wiki/The_Reader_(2008_film),False,"{'Domestic': '$34,194,407', 'International': '$74,708,079', 'Worldwide': '$108,902,486'}"
447,2008,Milk ,/wiki/Milk_(2008_American_film),False,"{'Domestic': '$31,841,299', 'International': '$22,748,259', 'Worldwide': '$54,589,558'}"
446,2008,Frost/Nixon ,/wiki/Frost/Nixon_(film),False,"{'Domestic': '$18,622,031', 'International': '$8,804,304', 'Worldwide': '$27,426,335'}"
445,2008,The Curious Case of Benjamin Button ,/wiki/The_Curious_Case_of_Benjamin_Button_(film),False,"{'Domestic': '$127,509,326', 'International': '$208,293,460', 'Worldwide': '$335,802,786'}"
456,2009,Up ,/wiki/Up_(2009_film),False,"{'Domestic': '$293,004,164', 'International': '$442,094,938', 'Worldwide': '$735,099,102'}"
583,2009,Inglourious Basterds,/wiki/Inglourious_Basterds,False,"{'Domestic': '$120,540,719', 'International': '$200,917,028', 'Worldwide': '$321,457,747'}"
453,2009,An Education,/wiki/An_Education,False,"{'Domestic': '$12,574,914', 'International': '$13,521,938', 'Worldwide': '$26,096,852'}"
452,2009,District 9,/wiki/District_9,False,"{'Domestic': '$115,646,235', 'International': '$95,242,715', 'Worldwide': '$210,888,950'}"
451,2009,The Blind Side ,/wiki/The_Blind_Side_(film),False,"{'Domestic': '$255,982,860', 'International': '$53,248,834', 'Worldwide': '$309,231,694'}"
450,2009,Avatar ,/wiki/Avatar_(2009_film),False,"{'Domestic': '$785,221,649', 'International': '$2,138,484,377', 'Worldwide': '$2,923,706,026'}"
449,2009,The Hurt Locker,/wiki/The_Hurt_Locker,True,"{'Domestic': '$17,017,811', 'International': '$32,241,955', 'Worldwide': '$49,259,766'}"
454,2009,Precious ,/wiki/Precious_(film),False,"{'Domestic': '$47,566,524', 'International': '$16,083,005', 'Worldwide': '$63,649,529'}"
457,2009,Up in the Air ,/wiki/Up_in_the_Air_(2009_film),False,"{'Domestic': '$83,823,381', 'International': '$83,019,358', 'Worldwide': '$166,842,739'}"
455,2009,A Serious Man,/wiki/A_Serious_Man,False,"{'Domestic': '$9,228,768', 'International': '$22,201,566', 'Worldwide': '$31,430,334'}"
465,2010,Winter's Bone,/wiki/Winter%27s_Bone,False,"{'Domestic': '$6,531,503', 'International': '$7,265,331', 'Worldwide': '$13,796,834'}"
464,2010,True Grit ,/wiki/True_Grit_(2010_film),False,"{'Domestic': '$171,243,005', 'International': '$81,033,922', 'Worldwide': '$252,276,927'}"
463,2010,The Social Network,/wiki/The_Social_Network,False,"{'Domestic': '$96,962,694', 'International': '$127,957,681', 'Worldwide': '$224,920,375'}"
462,2010,127 Hours,/wiki/127_Hours,False,"{'Domestic': '$18,335,230', 'International': '$42,403,567', 'Worldwide': '$60,738,797'}"
461,2010,The Kids Are All Right ,/wiki/The_Kids_Are_All_Right_(film),False,"{'Domestic': '$20,811,365', 'International': '$13,947,586', 'Worldwide': '$34,758,951'}"
460,2010,The Fighter,/wiki/The_Fighter,False,"{'Domestic': '$93,617,009', 'International': '$35,573,860', 'Worldwide': '$129,190,869'}"
459,2010,Black Swan ,/wiki/Black_Swan_(film),False,"{'Domestic': '$106,954,678', 'International': '$222,443,368', 'Worldwide': '$329,398,046'}"
458,2010,The King's Speech,/wiki/The_King%27s_Speech,True,"{'Domestic': '$138,797,449', 'International': '$345,271,412', 'Worldwide': '$484,068,861'}"
584,2010,Inception,/wiki/Inception,False,"{'Domestic': '$292,587,330', 'International': '$577,523,193', 'Worldwide': '$870,110,523'}"
585,2010,Toy Story 3,/wiki/Toy_Story_3,False,"{'Domestic': '$415,004,880', 'International': '$652,311,221', 'Worldwide': '$1,067,316,101'}"
470,2011,Hugo ,/wiki/Hugo_(film),False,"{'Domestic': '$73,864,507', 'International': '$111,905,803', 'Worldwide': '$185,770,310'}"
474,2011,War Horse ,/wiki/War_Horse_(film),False,"{'Domestic': '$79,884,879', 'International': '$97,700,000', 'Worldwide': '$177,584,879'}"
466,2011,The Artist ,/wiki/The_Artist_(film),True,"{'Domestic': '$44,671,682', 'International': '$88,799,489', 'Worldwide': '$133,471,171'}"
467,2011,The Descendants,/wiki/The_Descendants,False,"{'Domestic': '$82,584,160', 'International': '$94,659,025', 'Worldwide': '$177,243,185'}"
468,2011,Extremely Loud & Incredibly Close ,/wiki/Extremely_Loud_%26_Incredibly_Close_(film),False,"{'Domestic': '$31,847,881', 'International': '$23,400,000', 'Worldwide': '$55,247,881'}"
469,2011,The Help ,/wiki/The_Help_(film),False,"{'Domestic': '$169,708,112', 'International': '$46,931,000', 'Worldwide': '$216,639,112'}"
471,2011,Midnight in Paris,/wiki/Midnight_in_Paris,False,"{'Domestic': '$56,817,045', 'International': '$94,855,273', 'Worldwide': '$151,672,318'}"
472,2011,Moneyball ,/wiki/Moneyball_(film),False,"{'Domestic': '$75,605,492', 'International': '$34,600,724', 'Worldwide': '$110,206,216'}"
473,2011,The Tree of Life ,/wiki/The_Tree_of_Life_(film),False,"{'Domestic': '$13,303,319', 'International': '$45,105,928', 'Worldwide': '$58,409,247'}"
586,2012,Django Unchained,/wiki/Django_Unchained,False,"{'Domestic': '$162,805,434', 'International': '$263,268,939', 'Worldwide': '$426,074,373'}"
479,2012,Lincoln ,/wiki/Lincoln_(film),False,"{'Domestic': '$182,207,973', 'International': '$93,085,477', 'Worldwide': '$275,293,450'}"
478,2012,Life of Pi ,/wiki/Life_of_Pi_(film),False,"{'Domestic': '$124,987,023', 'International': '$484,029,542', 'Worldwide': '$609,016,565'}"
482,2012,Zero Dark Thirty,/wiki/Zero_Dark_Thirty,False,"{'Domestic': '$95,720,716', 'International': '$37,100,000', 'Worldwide': '$132,820,716'}"
476,2012,Amour ,/wiki/Amour_(2012_film),False,"{'Domestic': '$6,739,492', 'International': '$22,924,648', 'Worldwide': '$29,664,140'}"
475,2012,Argo ,/wiki/Argo_(2012_film),True,"{'Domestic': '$136,025,503', 'International': '$96,300,000', 'Worldwide': '$232,325,503'}"
480,2012,Les Misérables ,/wiki/Les_Mis%C3%A9rables_(2012_film),False,"{'Domestic': '$330,181', 'International': '$54,135,749', 'Worldwide': '$54,465,930'}"
477,2012,Beasts of the Southern Wild,/wiki/Beasts_of_the_Southern_Wild,False,"{'Domestic': '$12,795,746', 'International': '$8,312,000', 'Worldwide': '$21,107,746'}"
481,2012,Silver Linings Playbook,/wiki/Silver_Linings_Playbook,False,"{'Domestic': '$132,092,958', 'International': '$104,319,495', 'Worldwide': '$236,412,453'}"
486,2013,Gravity ,/wiki/Gravity_(2013_film),False,"{'Domestic': '$274,092,705', 'International': '$473,957,244', 'Worldwide': '$748,049,949'}"
483,2013,12 Years a Slave ,/wiki/12_Years_a_Slave_(film),True,"{'Domestic': '$56,671,993', 'International': '$131,061,209', 'Worldwide': '$187,733,202'}"
587,2013,American Hustle,/wiki/American_Hustle,False,"{'Domestic': '$150,117,807', 'International': '$101,054,000', 'Worldwide': '$251,171,807'}"
490,2013,The Wolf of Wall Street ,/wiki/The_Wolf_of_Wall_Street_(2013_film),False,"{'Domestic': '$116,900,694', 'International': '$289,977,539', 'Worldwide': '$406,878,233'}"
489,2013,Philomena ,/wiki/Philomena_(film),False,"{'Domestic': '$37,709,979', 'International': '$62,419,893', 'Worldwide': '$100,129,872'}"
488,2013,Nebraska ,/wiki/Nebraska_(film),False,"{'Domestic': '$17,654,912', 'International': '$10,027,960', 'Worldwide': '$27,682,872'}"
484,2013,Captain Phillips ,/wiki/Captain_Phillips_(film),False,"{'Domestic': '$107,100,855', 'International': '$111,690,956', 'Worldwide': '$218,791,811'}"
485,2013,Dallas Buyers Club,/wiki/Dallas_Buyers_Club,False,"{'Domestic': '$27,298,285', 'International': '$27,900,000', 'Worldwide': '$55,198,285'}"
487,2013,Her ,/wiki/Her_(film),False,"{'Domestic': '$25,568,251', 'International': '$22,949,176', 'Worldwide': '$48,517,427'}"
588,2014,American Sniper,/wiki/American_Sniper,False,"{'Domestic': '$350,159,020', 'International': '$197,300,000', 'Worldwide': '$547,459,020'}"
497,2014,Whiplash ,/wiki/Whiplash_(2014_film),False,"{'Domestic': '$13,092,000', 'International': '$36,304,747', 'Worldwide': '$49,396,747'}"
496,2014,The Theory of Everything ,/wiki/The_Theory_of_Everything_(2014_film),False,"{'Domestic': '$35,893,537', 'International': '$87,833,151', 'Worldwide': '$123,726,688'}"
495,2014,Selma ,/wiki/Selma_(film),False,"{'Domestic': '$52,076,908', 'International': '$15,705,854', 'Worldwide': '$67,782,762'}"
494,2014,The Imitation Game,/wiki/The_Imitation_Game,False,"{'Domestic': '$91,125,683', 'International': '$142,430,025', 'Worldwide': '$233,555,708'}"
493,2014,The Grand Budapest Hotel,/wiki/The_Grand_Budapest_Hotel,False,"{'Domestic': '$59,301,324', 'International': '$113,780,865', 'Worldwide': '$173,082,189'}"
492,2014,Boyhood ,/wiki/Boyhood_(2014_film),False,"{'Domestic': '$25,352,281', 'International': '$22,785,385', 'Worldwide': '$48,137,666'}"
491,2014,Birdman ,/wiki/Birdman_(film),True,"{'Domestic': '$42,340,598', 'International': '$60,874,496', 'Worldwide': '$103,215,094'}"
589,2015,Mad Max: Fury Road,/wiki/Mad_Max:_Fury_Road,False,"{'Domestic': '$154,109,060', 'International': '$261,152,322', 'Worldwide': '$415,261,382'}"
498,2015,Spotlight ,/wiki/Spotlight_(film),True,"{'Domestic': '$45,055,776', 'International': '$53,634,478', 'Worldwide': '$98,690,254'}"
499,2015,The Big Short ,/wiki/The_Big_Short_(film),False,"{'Domestic': '$70,259,870', 'International': '$63,181,000', 'Worldwide': '$133,440,870'}"
500,2015,Bridge of Spies ,/wiki/Bridge_of_Spies_(film),False,"{'Domestic': '$72,313,754', 'International': '$93,164,594', 'Worldwide': '$165,478,348'}"
501,2015,Brooklyn ,/wiki/Brooklyn_(film),False,"{'Domestic': '$38,322,743', 'International': '$24,079,412', 'Worldwide': '$62,402,155'}"
502,2015,The Martian ,/wiki/The_Martian_(film),False,"{'Domestic': '$228,433,663', 'International': '$402,187,155', 'Worldwide': '$630,620,818'}"
503,2015,The Revenant ,/wiki/The_Revenant_(2015_film),False,"{'Domestic': '$183,637,894', 'International': '$349,312,609', 'Worldwide': '$532,950,503'}"
504,2015,Room ,/wiki/Room_(2015_film),False,"{'Domestic': '$14,677,654', 'International': '$20,724,104', 'Worldwide': '$35,401,758'}"
590,2016,La La Land,/wiki/La_La_Land,False,"{'Domestic': '$151,101,803', 'International': '$320,881,478', 'Worldwide': '$471,983,281'}"
512,2016,Manchester by the Sea ,/wiki/Manchester_by_the_Sea_(film),False,"{'Domestic': '$47,695,371', 'International': '$31,292,777', 'Worldwide': '$78,988,148'}"
511,2016,Lion ,/wiki/Lion_(2016_film),False,"{'Domestic': '$51,738,905', 'International': '$89,114,905', 'Worldwide': '$140,853,810'}"
510,2016,Hidden Figures,/wiki/Hidden_Figures,False,"{'Domestic': '$169,607,287', 'International': '$66,349,611', 'Worldwide': '$235,956,898'}"
509,2016,Hell or High Water ,/wiki/Hell_or_High_Water_(2016_film),False,"{'Domestic': '$27,007,844', 'International': '$10,991,831', 'Worldwide': '$37,999,675'}"
508,2016,Hacksaw Ridge,/wiki/Hacksaw_Ridge,False,"{'Domestic': '$67,209,615', 'International': '$113,354,021', 'Worldwide': '$180,563,636'}"
507,2016,Fences ,/wiki/Fences_(film),False,"{'Domestic': '$57,682,904', 'International': '$6,731,857', 'Worldwide': '$64,414,761'}"
506,2016,Arrival ,/wiki/Arrival_(film),False,"{'Domestic': '$100,546,139', 'International': '$102,842,047', 'Worldwide': '$203,388,186'}"
505,2016,Moonlight ,/wiki/Moonlight_(2016_film),True,"{'Domestic': '$27,854,932', 'International': '$37,317,679', 'Worldwide': '$65,172,611'}"
513,2017,The Shape of Water,/wiki/The_Shape_of_Water,True,"{'Domestic': '$63,859,435', 'International': '$131,473,877', 'Worldwide': '$195,333,312'}"
514,2017,Call Me by Your Name ,/wiki/Call_Me_by_Your_Name_(film),False,"{'Domestic': '$18,095,701', 'International': '$25,047,345', 'Worldwide': '$43,143,046'}"
515,2017,Darkest Hour ,/wiki/Darkest_Hour_(film),False,"{'Domestic': '$56,468,410', 'International': '$94,378,864', 'Worldwide': '$150,847,274'}"
516,2017,Dunkirk ,/wiki/Dunkirk_(2017_film),False,"{'Domestic': '$189,740,665', 'International': '$337,275,642', 'Worldwide': '$527,016,307'}"
517,2017,Get Out,/wiki/Get_Out,False,"{'Domestic': '$176,196,665', 'International': '$79,548,492', 'Worldwide': '$255,745,157'}"
518,2017,Lady Bird ,/wiki/Lady_Bird_(film),False,"{'Domestic': '$48,958,273', 'International': '$30,028,205', 'Worldwide': '$78,986,478'}"
519,2017,Phantom Thread,/wiki/Phantom_Thread,False,"{'Domestic': '$21,198,205', 'International': '$27,508,347', 'Worldwide': '$48,706,552'}"
520,2017,The Post ,/wiki/The_Post_(film),False,"{'Domestic': '$81,903,458', 'International': '$111,861,206', 'Worldwide': '$193,764,664'}"
521,2017,"Three Billboards Outside Ebbing, Missouri","/wiki/Three_Billboards_Outside_Ebbing,_Missouri",False,"{'Domestic': '$54,513,740', 'International': '$108,347,549', 'Worldwide': '$162,861,289'}"
529,2018,Vice ,/wiki/Vice_(2018_film),False,"{'Domestic': '$47,836,282', 'International': '$28,237,206', 'Worldwide': '$76,073,488'}"
522,2018,Green Book ,/wiki/Green_Book_(film),True,"{'Domestic': '$85,080,171', 'International': '$236,672,485', 'Worldwide': '$321,752,656'}"
523,2018,Black Panther ,/wiki/Black_Panther_(film),False,"{'Domestic': '$700,426,566', 'International': '$649,499,517', 'Worldwide': '$1,349,926,083'}"
524,2018,BlacKkKlansman,/wiki/BlacKkKlansman,False,"{'Domestic': '$49,275,340', 'International': '$44,138,369', 'Worldwide': '$93,413,709'}"
525,2018,Bohemian Rhapsody ,/wiki/Bohemian_Rhapsody_(film),False,"{'Domestic': '$216,668,042', 'International': '$694,141,269', 'Worldwide': '$910,809,311'}"
526,2018,The Favourite,/wiki/The_Favourite,False,"{'Domestic': '$34,366,783', 'International': '$61,551,923', 'Worldwide': '$95,918,706'}"
527,2018,Roma ,/wiki/Roma_(2018_film),False,"{'Domestic': 'N/A', 'International': '$1,140,769', 'Worldwide': '$1,140,769'}"
528,2018,A Star Is Born ,/wiki/A_Star_Is_Born_(2018_film),False,"{'Domestic': '$215,333,122', 'International': '$220,900,000', 'Worldwide': '$436,233,122'}"
536,2019,Marriage Story,/wiki/Marriage_Story,False,"{'Domestic': 'N/A', 'International': '$333,686', 'Worldwide': '$333,686'}"
535,2019,Little Women ,/wiki/Little_Women_(2019_film),False,"{'Domestic': '$108,101,214', 'International': '$110,742,431', 'Worldwide': '$218,843,645'}"
534,2019,Joker ,/wiki/Joker_(2019_film),False,"{'Domestic': '$335,477,657', 'International': '$738,980,625', 'Worldwide': '$1,074,458,282'}"
533,2019,Jojo Rabbit,/wiki/Jojo_Rabbit,False,"{'Domestic': '$33,370,906', 'International': '$60,386,703', 'Worldwide': '$93,757,609'}"
531,2019,Ford v Ferrari,/wiki/Ford_v_Ferrari,False,"{'Domestic': '$117,624,357', 'International': '$107,883,853', 'Worldwide': '$225,508,210'}"
530,2019,Parasite ,/wiki/Parasite_(2019_film),True,"{'Domestic': '$40,283,321', 'International': '$465', 'Worldwide': '$40,283,786'}"
537,2019,1917 ,/wiki/1917_(2019_film),False,"{'Domestic': '$159,227,644', 'International': '$225,349,777', 'Worldwide': '$384,577,421'}"
532,2019,The Irishman,/wiki/The_Irishman,False,"{'Domestic': 'N/A', 'International': '$968,853', 'Worldwide': '$968,853'}"
538,2019,Once Upon a Time in Hollywood,/wiki/Once_Upon_a_Time_in_Hollywood,False,"{'Domestic': '$142,502,728', 'International': '$235,114,870', 'Worldwide': '$377,617,598'}"
540,2020,The Father ,/wiki/The_Father_(2020_film),False,"{'Domestic': '$2,122,771', 'International': '$22,144,826', 'Worldwide': '$24,267,597'}"
546,2020,The Trial of the Chicago 7,/wiki/The_Trial_of_the_Chicago_7,False,"{'Domestic': 'N/A', 'International': 'N/A', 'Worldwide': 'N/A'}"
541,2020,Judas and the Black Messiah,/wiki/Judas_and_the_Black_Messiah,False,"{'Domestic': '$5,478,009', 'International': '$2,000,000', 'Worldwide': '$7,478,009'}"
