,year,film,wiki,winner,rating,numVotes,worldwide_box_office,action,adventure,animation,biography,comedy,crime,documentary,drama,family,fantasy,film-noir,history,horror,music,musical,mystery,romance,sci-fi,sport,thriller,war,western,nominations,Oscar_win,nom_gg_drama,winner_gg_drama,nom_gg_comedy,winner_gg_comedy,nom_pga,winner_pga,nom_bafta,winner_bafta,nom_dga,winner_dga,nom_sag,winner_sag
268,1975,Nashville ,/wiki/Nashville_(film),False,7.7,26514.0,9991258,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0
269,1976,Rocky,/wiki/Rocky,True,8.1,595986.0,117250402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,1,1,1,0,0,0,0,1,0,1,1,0,0
270,1976,All the President's Men ,/wiki/All_the_President%27s_Men_(film),False,7.9,119851.0,70600000,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0
271,1976,Bound for Glory ,/wiki/Bound_for_Glory_(1976_film),False,7.3,5384.0,10173682,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0
272,1976,Network ,/wiki/Network_(1976_film),False,8.1,163186.0,23690757,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0
273,1976,Taxi Driver,/wiki/Taxi_Driver,False,8.2,859335.0,28573323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,0,0,0,0,0,0,1,0,1,0,0,0
274,1977,Annie Hall,/wiki/Annie_Hall,True,8.0,269843.0,38288028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,1,0,0,1,0,0,0,1,1,1,1,0,0
275,1977,The Goodbye Girl,/wiki/The_Goodbye_Girl,False,7.4,15259.0,98005666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,0,1,1,0,0,0,0,0,0,0,0
276,1977,Julia ,/wiki/Julia_(1977_film),False,8.3,9121.0,20714400,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0
277,1977,Star Wars ,/wiki/Star_Wars_(film),False,7.0,21045.0,775398007,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0
278,1977,The Turning Point ,/wiki/The_Turning_Point_(1977_film),False,6.8,4878.0,25933445,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,7.0,0,1,1,0,0,0,0,0,0,0,0,0,0
279,1978,The Deer Hunter,/wiki/The_Deer_Hunter,True,8.1,345782.0,49074379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,1,1,0,0,0,0,0,1,0,1,1,0,0
280,1978,Coming Home ,/wiki/Coming_Home_(1978_film),False,7.3,14023.0,32653905,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0
281,1978,Midnight Express ,/wiki/Midnight_Express_(film),False,7.5,83992.0,35000000,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.0,0,1,1,0,0,0,0,0,0,0,0,0,0
283,1979,Kramer vs. Kramer,/wiki/Kramer_vs._Kramer,True,7.8,149059.0,106260000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,1,1,1,0,0,0,0,1,0,1,1,0,0
284,1979,All That Jazz ,/wiki/All_That_Jazz_(film),False,7.8,33356.0,37823676,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,1979,Apocalypse Now,/wiki/Apocalypse_Now,False,8.5,680101.0,104880868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,0,1,0,0,0,0,0,1,0,1,0,0,0
286,1979,Breaking Away,/wiki/Breaking_Away,False,7.7,24433.0,16424918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,0,1,1,0,0,0,0,1,0,0,0
287,1979,Norma Rae,/wiki/Norma_Rae,False,7.3,12155.0,22228000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,1,0,0,0,0,0,0,0,0,0,0,0
288,1980,Ordinary People,/wiki/Ordinary_People,True,7.7,54202.0,54766923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,1,1,1,0,0,0,0,0,0,1,1,0,0
289,1980,Coal Miner's Daughter ,/wiki/Coal_Miner%27s_Daughter_(film),False,7.5,19545.0,67182787,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.0,0,0,0,1,1,0,0,0,0,0,0,0,0
290,1980,The Elephant Man ,/wiki/The_Elephant_Man_(film),False,8.2,247328.0,26023860,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0
291,1980,Raging Bull,/wiki/Raging_Bull,False,8.1,361798.0,23403912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,0,1,0,0,0,0,0,0,0,1,0,0,0
292,1980,Tess ,/wiki/Tess_(1979_film),False,7.3,17441.0,20101247,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,1981,Chariots of Fire,/wiki/Chariots_of_Fire,True,7.1,63236.0,59303359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,1,0,0,0,0,0,0,1,1,1,0,0,0
294,1981,Atlantic City ,/wiki/Atlantic_City_(1980_film),False,7.3,17563.0,12729675,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,1981,On Golden Pond ,/wiki/On_Golden_Pond_(1981_film),False,7.6,32992.0,119285432,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,1,1,0,0,0,0,0,0,0,0,0,0
296,1981,Raiders of the Lost Ark,/wiki/Raiders_of_the_Lost_Ark,False,8.4,983092.0,389925971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,0,0,0,0,0,0,0,1,0,1,0,0,0
297,1981,Reds ,/wiki/Reds_(film),False,7.3,23693.0,40382788,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0
298,1982,Gandhi ,/wiki/Gandhi_(film),True,8.0,236045.0,52767889,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.0,1,0,0,0,0,0,0,0,0,0,0,0,0
299,1982,E.T. the Extra-Terrestrial,/wiki/E.T._the_Extra-Terrestrial,False,7.9,419529.0,792910554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,1,1,0,0,0,0,1,0,1,0,0,0
300,1982,Missing ,/wiki/Missing_(1982_film),False,7.1,28473.0,48568018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0
301,1982,Tootsie,/wiki/Tootsie,False,7.4,110342.0,177200271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,0,0,0,1,1,0,0,1,0,1,0,0,0
302,1982,The Verdict,/wiki/The_Verdict,False,7.7,42737.0,53993738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0
303,1983,Terms of Endearment,/wiki/Terms_of_Endearment,True,7.4,62572.0,108423749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,1,1,1,0,0,0,0,0,0,1,1,0,0
304,1983,The Big Chill ,/wiki/The_Big_Chill_(film),False,7.1,39246.0,56399659,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,0,0,1,0,0,0,0,0,0,0,0,0
305,1983,The Dresser ,/wiki/The_Dresser_(1983_film),False,7.5,5467.0,5310748,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,1983,The Right Stuff ,/wiki/The_Right_Stuff_(film),False,7.8,63106.0,21192315,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0
307,1983,Tender Mercies,/wiki/Tender_Mercies,False,7.3,11219.0,8443124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,1,0,0,0,0,0,0,0,1,0,0,0
308,1984,Amadeus ,/wiki/Amadeus_(film),True,8.4,409043.0,52066791,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.0,1,1,1,0,0,0,0,0,0,0,0,0,0
309,1984,The Killing Fields ,/wiki/The_Killing_Fields_(film),False,7.8,57137.0,34700291,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0
310,1984,A Passage to India ,/wiki/A_Passage_to_India_(film),False,7.3,19621.0,27201487,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,1984,Places in the Heart,/wiki/Places_in_the_Heart,False,7.4,12659.0,34901614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,1,0,0,0,0,0,0,0,1,0,0,0
312,1984,A Soldier's Story,/wiki/A_Soldier%27s_Story,False,7.2,10773.0,21821347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,1,0,0,0,0,0,0,0,1,0,0,0
313,1985,Out of Africa ,/wiki/Out_of_Africa_(film),True,7.1,82981.0,227514205,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.0,1,1,1,0,0,0,0,0,0,0,0,0,0
314,1985,Kiss of the Spider Woman ,/wiki/Kiss_of_the_Spider_Woman_(film),False,7.3,16686.0,17009654,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0
315,1985,Prizzi's Honor,/wiki/Prizzi%27s_Honor,False,6.7,25391.0,26657534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,0,0,0,1,1,0,0,0,0,1,0,0,0
316,1985,Witness ,/wiki/Witness_(1985_film),False,7.4,99282.0,68706993,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0
317,1986,Platoon ,/wiki/Platoon_(film),True,8.1,422633.0,138545632,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.0,1,1,1,0,0,0,0,0,0,0,0,0,0
318,1986,Children of a Lesser God ,/wiki/Children_of_a_Lesser_God_(film),False,7.2,17827.0,31853080,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0
319,1986,Hannah and Her Sisters,/wiki/Hannah_and_Her_Sisters,False,7.8,73255.0,40084041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,0,0,1,1,0,0,1,0,1,0,0,0
320,1986,The Mission ,/wiki/The_Mission_(1986_film),False,7.4,63216.0,17502499,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0
321,1986,A Room with a View ,/wiki/A_Room_with_a_View_(1985_film),False,7.2,45388.0,21041453,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0
322,1987,The Last Emperor,/wiki/The_Last_Emperor,True,7.7,106875.0,43993869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,1,1,1,0,0,0,0,1,1,1,1,0,0
323,1987,Broadcast News ,/wiki/Broadcast_News_(film),False,7.2,32519.0,67331309,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.0,0,0,0,1,0,0,0,0,0,0,0,0,0
324,1987,Fatal Attraction,/wiki/Fatal_Attraction,False,6.9,90756.0,320145693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,1,0,0,0,0,0,0,0,1,0,0,0
325,1987,Hope and Glory ,/wiki/Hope_and_Glory_(film),False,7.3,13963.0,10021120,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.0,0,0,0,1,1,0,0,0,0,0,0,0,0
326,1987,Moonstruck,/wiki/Moonstruck,False,7.1,62814.0,80642217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0,0,0,1,0,0,0,0,0,0,0,0,0
327,1988,Rain Man,/wiki/Rain_Man,True,8.0,525305.0,354825435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,1,1,1,0,0,0,0,0,0,1,1,0,0
328,1988,The Accidental Tourist ,/wiki/The_Accidental_Tourist_(film),False,6.7,16744.0,32632093,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0
329,1988,Dangerous Liaisons,/wiki/Dangerous_Liaisons,False,7.6,72345.0,34670720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,1988,Mississippi Burning,/wiki/Mississippi_Burning,False,7.8,103970.0,34603943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,1,0,0,0,0,0,0,0,1,0,0,0
331,1988,Working Girl,/wiki/Working_Girl,False,6.8,59500.0,102953112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0,0,0,1,1,0,0,0,0,1,0,0,0
332,1989,Driving Miss Daisy,/wiki/Driving_Miss_Daisy,True,7.3,113308.0,145793296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,1,0,0,1,1,1,1,1,0,0,0,0,0
333,1989,Born on the Fourth of July ,/wiki/Born_on_the_Fourth_of_July_(film),False,7.2,110794.0,161001698,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.0,0,1,1,0,0,0,0,0,0,0,0,0,0
334,1989,Dead Poets Society,/wiki/Dead_Poets_Society,False,8.1,507205.0,235860116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,1,0,0,0,0,0,1,1,1,0,0,0
335,1989,Field of Dreams,/wiki/Field_of_Dreams,False,7.5,122493.0,84431625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,0,0,0,0,0,0,0,0,1,0,0,0
336,1989,My Left Foot,/wiki/My_Left_Foot,False,8.0,46.0,14743391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0
337,1990,Dances with Wolves,/wiki/Dances_with_Wolves,True,8.0,275168.0,424208848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,1,1,1,0,0,1,1,1,0,1,1,0,0
338,1990,Awakenings,/wiki/Awakenings,False,7.8,148174.0,52096475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0
339,1990,Ghost ,/wiki/Ghost_(1990_film),False,7.1,224994.0,505703557,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,7.0,0,0,0,1,0,0,0,0,0,0,0,0,0
340,1990,The Godfather Part III,/wiki/The_Godfather_Part_III,False,7.6,406431.0,136861392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,1,0,0,0,0,0,0,0,1,0,0,0
341,1990,Goodfellas,/wiki/Goodfellas,False,6.9,25.0,47036784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0,1,0,0,0,0,0,1,1,1,0,0,0
342,1991,The Silence of the Lambs ,/wiki/The_Silence_of_the_Lambs_(film),True,8.6,1464229.0,272742922,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.0,1,1,0,0,0,0,0,0,0,0,0,0,0
343,1991,Beauty and the Beast ,/wiki/Beauty_and_the_Beast_(1991_film),False,7.1,318261.0,1266115964,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,7.0,0,0,0,1,1,0,0,0,0,0,0,0,0
344,1991,Bugsy,/wiki/Bugsy,False,6.8,29959.0,49114016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,0,1,1,0,0,0,0,0,0,1,0,0,0
345,1991,JFK ,/wiki/JFK_(film),False,8.0,161615.0,205405498,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0
346,1991,The Prince of Tides,/wiki/The_Prince_of_Tides,False,6.8,18785.0,74787599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,1,0,0,0,1,0,0,0,1,0,0,0
347,1992,Unforgiven,/wiki/Unforgiven,True,8.2,419562.0,159167799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,1,1,0,0,0,1,0,1,0,1,1,0,0
348,1992,The Crying Game,/wiki/The_Crying_Game,False,7.2,57503.0,62548947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0,1,0,0,0,1,1,1,0,1,0,0,0
349,1992,A Few Good Men,/wiki/A_Few_Good_Men,False,7.7,272238.0,243240178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,1,0,0,0,1,0,0,0,1,0,0,0
350,1992,Howards End ,/wiki/Howards_End_(film),False,7.4,34027.0,26341736,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0
351,1992,Scent of a Woman ,/wiki/Scent_of_a_Woman_(1992_film),False,8.0,308964.0,134095253,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,1,1,0,0,0,0,0,0,0,0,0,0
352,1993,Schindler's List,/wiki/Schindler%27s_List,True,9.0,1380337.0,322161245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,1,1,1,0,0,1,1,1,1,1,1,0,0
353,1993,The Fugitive ,/wiki/The_Fugitive_(1993_film),False,7.8,304022.0,368875760,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0
354,1993,In the Name of the Father ,/wiki/In_the_Name_of_the_Father_(film),False,8.1,179554.0,65796862,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0
355,1993,The Piano,/wiki/The_Piano,False,7.5,91080.0,40185556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,0,1,0,0,0,1,0,1,0,1,0,0,0
356,1993,The Remains of the Day ,/wiki/The_Remains_of_the_Day_(film),False,7.8,78266.0,23237911,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0
357,1994,Forrest Gump,/wiki/Forrest_Gump,True,8.8,2127602.0,678226465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0,1,1,1,0,0,1,1,1,0,1,1,0,0
358,1994,Four Weddings and a Funeral,/wiki/Four_Weddings_and_a_Funeral,False,7.1,158098.0,245700832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,0,0,1,0,1,0,1,1,1,0,0,0
359,1994,Pulp Fiction,/wiki/Pulp_Fiction,False,8.9,2101050.0,213928762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,1,0,0,0,1,0,1,0,1,0,0,0
360,1994,Quiz Show ,/wiki/Quiz_Show_(film),False,7.5,71373.0,24822619,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0
361,1994,The Shawshank Redemption,/wiki/The_Shawshank_Redemption,False,9.3,2734155.0,28884504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,0,0,0,0,1,0,0,0,1,0,0,0
362,1995,Braveheart,/wiki/Braveheart,True,8.4,1053011.0,213216216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,1,1,0,0,0,0,0,0,0,1,0,0,0
363,1995,Apollo 13 ,/wiki/Apollo_13_(film),False,7.7,302775.0,355237933,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0
364,1995,Babe ,/wiki/Babe_(film),False,6.9,129210.0,254134910,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,0,0,1,1,0,0,0,0,0,0,0,0
365,1995,Sense and Sensibility ,/wiki/Sense_and_Sensibility_(film),False,7.7,119907.0,134582776,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.0,0,1,1,0,0,0,0,0,0,0,0,0,0
366,1996,The English Patient ,/wiki/The_English_Patient_(film),True,7.4,194708.0,231976425,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,7.0,1,1,1,0,0,0,0,0,0,0,0,0,0
367,1996,Fargo ,/wiki/Fargo_(1996_film),False,8.9,382775.0,60611975,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.0,0,0,0,1,0,0,0,0,0,0,0,0,0
368,1996,Jerry Maguire,/wiki/Jerry_Maguire,False,7.3,274713.0,273552592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,0,1,0,0,0,0,0,1,0,0,0
369,1996,Shine ,/wiki/Shine_(film),False,7.6,55253.0,35999081,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0
370,1997,Titanic ,/wiki/Titanic_(1997_film),True,7.9,1217053.0,-2147483648,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.0,1,1,1,0,0,0,0,0,0,0,0,0,0
371,1997,As Good as It Gets,/wiki/As_Good_as_It_Gets,False,7.7,306485.0,314178011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,0,0,1,1,1,0,0,0,1,0,0,0
372,1997,The Full Monty,/wiki/The_Full_Monty,False,7.2,109248.0,257938649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,1,0,0,0,1,1,0,0,1,1
373,1997,Good Will Hunting,/wiki/Good_Will_Hunting,False,8.3,998916.0,225933435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,0,1,0,0,0,1,0,0,0,1,0,1,0
374,1997,L.A. Confidential ,/wiki/L.A._Confidential_(film),False,8.2,592245.0,126216940,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0
375,1998,Shakespeare in Love,/wiki/Shakespeare_in_Love,True,7.1,228967.0,289317794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0,1,0,0,1,1,1,0,1,1,1,0,1,1
376,1998,Elizabeth ,/wiki/Elizabeth_(film),False,7.4,102061.0,82150642,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0
377,1998,Life Is Beautiful,/wiki/Life_Is_Beautiful,False,6.4,898.0,230099013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,0,0,0,0,1,0,0,0,1,0,1,0
378,1998,Saving Private Ryan,/wiki/Saving_Private_Ryan,False,8.6,1418419.0,482349603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,0,1,1,0,0,1,1,1,0,1,1,1,0
379,1998,The Thin Red Line ,/wiki/The_Thin_Red_Line_(1998_film),False,7.6,192494.0,98126565,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,1999,American Beauty ,/wiki/American_Beauty_(1999_film),True,8.3,1171981.0,356296601,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,1,1,1,0,0,0,0,0,0,0,0,0,0
381,1999,The Cider House Rules ,/wiki/The_Cider_House_Rules_(film),False,7.4,102011.0,88545092,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0
382,1999,The Green Mile ,/wiki/The_Green_Mile_(film),False,8.6,1331825.0,286801374,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0
383,1999,The Insider ,/wiki/The_Insider_(film),False,7.8,174681.0,60289912,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0
384,1999,The Sixth Sense,/wiki/The_Sixth_Sense,False,8.2,1008296.0,672806432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,0,0,0,0,0,0,1,0,1,0,0,0
