,film,genres,rating,numVotes,year,wiki,winner,worldwide_box_office
503,Midnight in Paris,"Comedy,Documentary,Drama",7.7,433605.0,2011,/wiki/Midnight_in_Paris,False,"$151,672,318"
504,Moneyball ,"biography,drama,sport",7.6,438146.0,2011,/wiki/Moneyball_(film),False,"$110,206,216"
505,The Tree of Life ,"drama,fantasy",6.8,180237.0,2011,/wiki/The_Tree_of_Life_(film),False,"$58,409,247"
506,War Horse ,"action,adventure,drama,history,war",7.2,161086.0,2011,/wiki/War_Horse_(film),False,"$177,584,879"
507,Argo ,"biography,drama,thriller",7.7,624042.0,2012,/wiki/Argo_(2012_film),True,"$232,325,503"
508,Amour ,drama,7.6,5848.0,2012,/wiki/Amour_(2012_film),False,"$29,664,140"
509,Beasts of the Southern Wild,"Adventure,Drama,Fantasy",7.2,84059.0,2012,/wiki/Beasts_of_the_Southern_Wild,False,"$21,107,746"
510,Django Unchained,"Drama,Western",8.4,1592500.0,2012,/wiki/Django_Unchained,False,"$426,074,373"
511,Life of Pi ,"adventure,drama,fantasy",7.9,644279.0,2012,/wiki/Life_of_Pi_(film),False,"$609,016,565"
512,Lincoln ,"biography,drama,history,war",7.3,265354.0,2012,/wiki/Lincoln_(film),False,"$275,293,450"
513,Silver Linings Playbook,"Comedy,Drama,Romance",7.7,720058.0,2012,/wiki/Silver_Linings_Playbook,False,"$236,412,453"
514,Zero Dark Thirty,"Comedy,Documentary,Mystery",7.4,308187.0,2012,/wiki/Zero_Dark_Thirty,False,"$132,820,716"
515,12 Years a Slave ,"biography,drama,history",8.1,714599.0,2013,/wiki/12_Years_a_Slave_(film),True,"$187,733,202"
516,American Hustle,"Reality-TV,Talk-Show",7.2,487634.0,2013,/wiki/American_Hustle,False,"$251,171,807"
517,Captain Phillips ,"action,biography,crime,drama,thriller",7.8,472252.0,2013,/wiki/Captain_Phillips_(film),False,"$218,791,811"
518,Dallas Buyers Club,"Comedy,Talk-Show",7.9,498957.0,2013,/wiki/Dallas_Buyers_Club,False,"$55,198,285"
519,Gravity ,"drama,sci-fi,thriller",7.7,839661.0,2013,/wiki/Gravity_(2013_film),False,"$748,049,949"
520,Her ,"drama,romance,sci-fi",8.0,634291.0,2013,/wiki/Her_(film),False,"$48,517,427"
521,Nebraska ,drama,7.7,120183.0,2013,/wiki/Nebraska_(film),False,"$27,682,872"
522,Philomena ,"biography,comedy,drama",7.6,101853.0,2013,/wiki/Philomena_(film),False,"$100,129,872"
523,The Wolf of Wall Street ,"biography,comedy,crime,drama",8.2,1458210.0,2013,/wiki/The_Wolf_of_Wall_Street_(2013_film),False,"$406,878,233"
524,Birdman ,"comedy,drama",7.7,644522.0,2014,/wiki/Birdman_(film),True,"$103,215,094"
525,American Sniper,"Action,Biography,Drama",7.3,500701.0,2014,/wiki/American_Sniper,False,"$547,459,020"
526,Boyhood ,drama,7.9,359742.0,2014,/wiki/Boyhood_(2014_film),False,"$48,137,666"
527,The Grand Budapest Hotel,"Adventure,Comedy,Crime",8.1,834412.0,2014,/wiki/The_Grand_Budapest_Hotel,False,"$173,082,189"
528,The Imitation Game,"Comedy,Drama,Game-Show",8.0,786691.0,2014,/wiki/The_Imitation_Game,False,"$233,555,708"
529,Selma ,"biography,drama,history",7.5,93187.0,2014,/wiki/Selma_(film),False,"$67,782,762"
530,The Theory of Everything ,"biography,drama,romance",7.7,462950.0,2014,/wiki/The_Theory_of_Everything_(2014_film),False,"$123,726,688"
531,Whiplash ,"drama,music",8.5,900884.0,2014,/wiki/Whiplash_(2014_film),False,"$49,396,747"
532,Spotlight ,"biography,crime,drama",8.1,481249.0,2015,/wiki/Spotlight_(film),True,"$98,690,254"
533,The Big Short ,"biography,comedy,drama,history",7.8,445748.0,2015,/wiki/The_Big_Short_(film),False,"$133,440,870"
534,Bridge of Spies ,"drama,history,thriller,war",7.6,317865.0,2015,/wiki/Bridge_of_Spies_(film),False,"$165,478,348"
535,Brooklyn ,"drama,romance",8.4,331758.0,2015,/wiki/Brooklyn_(film),False,"$62,402,155"
536,Mad Max: Fury Road,"Action,Adventure,Sci-Fi",8.1,1025879.0,2015,/wiki/Mad_Max:_Fury_Road,False,"$415,261,382"
537,The Martian ,"adventure,drama,sci-fi",8.0,877293.0,2015,/wiki/The_Martian_(film),False,"$630,620,818"
538,The Revenant ,"action,adventure,drama,western",8.0,826071.0,2015,/wiki/The_Revenant_(2015_film),False,"$532,950,503"
539,Room ,"drama,thriller",8.1,430907.0,2015,/wiki/Room_(2015_film),False,"$35,401,758"
540,Moonlight ,drama,7.4,317509.0,2016,/wiki/Moonlight_(2016_film),True,"$65,172,611"
541,Arrival ,"drama,mystery,sci-fi",7.9,716903.0,2016,/wiki/Arrival_(film),False,"$203,388,186"
542,Fences ,drama,7.2,111985.0,2016,/wiki/Fences_(film),False,"$64,414,761"
543,Hacksaw Ridge,"Biography,Drama,History",8.1,546213.0,2016,/wiki/Hacksaw_Ridge,False,"$180,563,636"
544,Hell or High Water ,"crime,drama,thriller,western",7.6,238437.0,2016,/wiki/Hell_or_High_Water_(2016_film),False,"$37,999,675"
545,Hidden Figures,"Comedy,Drama,Game-Show",7.8,239571.0,2016,/wiki/Hidden_Figures,False,"$235,956,898"
546,La La Land,"Comedy,Drama,Romance",8.0,612272.0,2016,/wiki/La_La_Land,False,"$471,983,281"
547,Lion ,"biography,drama",8.0,242287.0,2016,/wiki/Lion_(2016_film),False,"$140,853,810"
548,Manchester by the Sea ,drama,7.8,292956.0,2016,/wiki/Manchester_by_the_Sea_(film),False,"$78,988,148"
549,The Shape of Water,"Comedy,Drama,Sci-Fi",7.3,430989.0,2017,/wiki/The_Shape_of_Water,True,"$195,333,312"
550,Call Me by Your Name ,"drama,romance",7.8,287315.0,2017,/wiki/Call_Me_by_Your_Name_(film),False,"$43,143,046"
551,Darkest Hour ,"biography,drama,war",7.4,208954.0,2017,/wiki/Darkest_Hour_(film),False,"$150,847,274"
552,Dunkirk ,"action,drama,history,thriller,war",7.8,680423.0,2017,/wiki/Dunkirk_(2017_film),False,"$527,016,307"
553,Get Out,"Animation,Comedy,Crime",7.7,636853.0,2017,/wiki/Get_Out,False,"$255,745,157"
554,Lady Bird ,"comedy,drama",7.4,303288.0,2017,/wiki/Lady_Bird_(film),False,"$78,986,478"
555,Phantom Thread,"Comedy,News",7.4,137552.0,2017,/wiki/Phantom_Thread,False,"$48,706,552"
556,The Post ,"biography,drama,history,thriller,war",7.2,156014.0,2017,/wiki/The_Post_(film),False,"$193,764,664"
557,"Three Billboards Outside Ebbing, Missouri","Comedy,Crime,Drama",8.1,523880.0,2017,"/wiki/Three_Billboards_Outside_Ebbing,_Missouri",False,"$162,861,289"
558,Green Book ,"biography,comedy,drama,music",8.2,516910.0,2018,/wiki/Green_Book_(film),True,"$321,752,656"
559,Black Panther ,"action,adventure,sci-fi",6.7,264664.0,2018,/wiki/Black_Panther_(film),False,"$1,349,926,083"
560,BlacKkKlansman,"Biography,Comedy,Crime",7.5,272849.0,2018,/wiki/BlacKkKlansman,False,"$93,413,709"
561,Bohemian Rhapsody ,"biography,drama,music",7.9,554739.0,2018,/wiki/Bohemian_Rhapsody_(film),False,"$910,809,311"
562,The Favourite,"Drama,Family,Romance",7.5,207297.0,2018,/wiki/The_Favourite,False,"$95,918,706"
563,Roma ,drama,7.7,163385.0,2018,/wiki/Roma_(2018_film),False,"$1,140,769"
564,Vice ,"biography,comedy,drama",7.2,153327.0,2018,/wiki/Vice_(2018_film),False,"$76,073,488"
565,Parasite ,"horror,mystery,sci-fi",8.5,850243.0,2019,/wiki/Parasite_(2019_film),True,"$40,283,786"
566,Ford v Ferrari,"Action,Biography,Drama",8.1,414412.0,2019,/wiki/Ford_v_Ferrari,False,"$225,508,210"
567,The Irishman,"Biography,Crime,Drama",7.8,401561.0,2019,/wiki/The_Irishman,False,"$968,853"
568,Jojo Rabbit,"Comedy,Drama,War",7.9,407660.0,2019,/wiki/Jojo_Rabbit,False,"$93,757,609"
569,Joker ,"crime,drama,thriller",8.4,1348529.0,2019,/wiki/Joker_(2019_film),False,"$1,074,458,282"
570,Marriage Story,"Comedy,Documentary,News",7.9,322955.0,2019,/wiki/Marriage_Story,False,"$333,686"
571,1917 ,"action,drama,war",8.2,618335.0,2019,/wiki/1917_(2019_film),False,"$384,577,421"
572,Once Upon a Time in Hollywood,"Comedy,Talk-Show",8.2,52.0,2019,/wiki/Once_Upon_a_Time_in_Hollywood,False,"$377,617,598"
573,Nomadland ,drama,7.3,169978.0,2020,/wiki/Nomadland_(film),True,"$39,458,207"
574,The Father ,"drama,mystery",8.2,167233.0,2020,/wiki/The_Father_(2020_film),False,"$24,267,597"
575,Judas and the Black Messiah,"Biography,Drama,History",7.4,84927.0,2020,/wiki/Judas_and_the_Black_Messiah,False,"$7,478,009"
576,Mank,"Biography,Comedy,Drama",6.8,78058.0,2020,/wiki/Mank,False,
577,Minari ,drama,7.4,86740.0,2020,/wiki/Minari_(film),False,"$15,312,445"
578,Promising Young Woman,"Crime,Drama,Mystery",7.5,186173.0,2020,/wiki/Promising_Young_Woman,False,"$18,854,166"
579,Sound of Metal,"Drama,Music",7.7,135976.0,2020,/wiki/Sound_of_Metal,False,"$516,520"
580,The Trial of the Chicago 7,"Drama,History,Thriller",7.7,183226.0,2020,/wiki/The_Trial_of_the_Chicago_7,False,
581,CODA ,"comedy,drama,music",8.0,145243.0,2021,/wiki/CODA_(2021_film),True,"$1,911,296"
582,Belfast ,"biography,drama",7.3,80495.0,2021,/wiki/Belfast_(film),False,"$49,142,744"
583,Don't Look Up,"Comedy,Drama,Sci-Fi",7.2,555062.0,2021,/wiki/Don%27t_Look_Up,False,"$791,863"
584,Drive My Car ,drama,7.6,57108.0,2021,/wiki/Drive_My_Car_(film),False,"$15,362,861"
585,Dune ,"action,adventure,drama,sci-fi",8.0,671939.0,2021,/wiki/Dune_(2021_film),False,"$402,027,830"
586,King Richard ,"biography,drama,sport",7.5,121695.0,2021,/wiki/King_Richard_(film),False,"$39,429,285"
587,Licorice Pizza,"Comedy,Drama,Romance",7.2,126385.0,2021,/wiki/Licorice_Pizza,False,"$33,273,940"
588,Nightmare Alley ,"crime,drama,thriller",7.0,152429.0,2021,/wiki/Nightmare_Alley_(2021_film),False,"$39,629,195"
589,The Power of the Dog ,"drama,romance,western",6.8,182145.0,2021,/wiki/The_Power_of_the_Dog_(film),False,"$271,009"
590,Everything Everywhere All at Once,"Action,Adventure,Comedy",7.9,437015.0,2022,/wiki/Everything_Everywhere_All_at_Once,True,"$140,211,159"
591,Avatar: The Way of Water,"Action,Adventure,Fantasy",7.7,369719.0,2022,/wiki/Avatar:_The_Way_of_Water,False,"$2,319,766,200"
592,The Banshees of Inisherin,"Comedy,Drama",7.7,202400.0,2022,/wiki/The_Banshees_of_Inisherin,False,"$49,209,277"
593,Elvis ,"biography,drama,music",7.3,207142.0,2022,/wiki/Elvis_(2022_film),False,"$288,670,284"
594,The Fabelmans,"Comedy,Talk-Show",7.6,85709.0,2022,/wiki/The_Fabelmans,False,"$45,164,110"
595,Tár,"Drama,Music",7.5,69684.0,2022,/wiki/T%C3%A1r,False,"$27,541,681"
596,Top Gun: Maverick,"Comedy,Talk-Show",8.3,577408.0,2022,/wiki/Top_Gun:_Maverick,False,"$1,493,491,858"
597,Triangle of Sadness,"Comedy,Drama",7.3,128812.0,2022,/wiki/Triangle_of_Sadness,False,"$25,615,870"
598,Women Talking ,drama,6.9,29341.0,2022,/wiki/Women_Talking_(film),False,"$8,954,708"
